Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Kade Simpson,Carlton,36,36.65,Gen. Defender,17,6.282,74.294,58.765,1,0.059,1,0,82.471,11.824,3.706,15.529,77.652,73.632,90.476,76.136,1.235,3.647,292.824,18.856,2.059,7.543,3.235,4.8,4.118,9.059,13.176,31.25,4.765,3.353,0,0.235,0.353,0.588,3.882,0.118,0,0.882,0,0.647,0.412,0.235,0,0,0,,0,,1.118,0,1.059,22.222,0,,1,0.059,0,0.059,0.059,100,2,11.847,0.647,0.353,1.647,7.059,5.412,1.176
Marc Murphy,Carlton,33,33.45,Midfielder,17,6.929,82.765,66.588,15,0.882,2,2,81.588,10.471,7.941,18.412,68.371,58.989,80.741,56.869,3,0.824,268.882,14.604,2.588,7.114,3.059,6.019,6.235,11.706,17.941,34.754,2.176,4.941,0.647,0.588,1.824,2.412,3.706,0,0.412,0.176,0.235,0.647,1,-0.353,0,0,0,,0,,2.176,0.412,0.059,100,0.235,25,4,0.235,0.412,0.765,0.412,30.769,4.294,25.436,0.706,0.235,0.647,14.941,6.412,0.176
Matthew Kreuzer,Carlton,31,31.63,Ruck,1,3.2,33,16,0,0,0,0,21,0,1,1,100,,100,0,0,0,-15,-15,0,,0,,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15,19.737,7,46.667,4,57.143,1,0,0,,1,0,0,0,0,0,0,,1,4.762,1,0,2,4,2,1
Ed Curnow,Carlton,31,31.14,Midfielder,17,10.612,95.412,77.647,18,1.059,3,5,87.588,12.471,6.353,18.824,58.125,48.113,77.778,66.25,3.765,1.647,307.059,16.312,3,6.275,4.529,4.156,9.059,9.176,18.235,49.677,2.706,6.765,0.824,1.765,2.412,4.176,2.471,0.176,0.059,0.353,0.176,0.765,1.059,-0.294,0,0,0,,0,,5.235,0.529,0.294,40,0,,4,0.235,0.176,0.588,0.353,40,3.706,21.951,0.941,0.059,1.471,17,7.941,0.294
Lachie Plowman,Carlton,26,26.3,Gen. Defender,16,6.287,66.062,44.625,8,0.5,2,0,92.438,7.25,2.938,10.188,71.779,72.414,70.213,71.166,0.812,2.312,163.125,16.012,1.562,6.52,2,5.094,3.5,6.375,9.875,35.443,4.562,2.188,0,0,0.25,0.25,3.375,0.438,0,1.312,0,0.688,0.562,0.125,0,0,0,,0,,1.938,0,3.75,40,0,,0,0,0.125,0.125,0,0,1.5,8.791,0.5,0,3.75,8.188,6,3.062
Michael Gibbons,Carlton,25,25.63,Gen. Forward,15,6.7,74.733,61.267,3,0.2,2,4,80.533,9.6,4.2,13.8,61.836,54.167,79.365,69.565,3.267,0.467,293.333,21.256,2.533,5.447,3.333,4.14,4.533,9.467,14,32.381,0.867,3.267,0.867,0.2,1.333,1.533,3.4,0.067,0.8,0.067,0.6,0.667,0.933,-0.267,0,0,0,,0,,2.8,0.8,0.067,0,0.8,25,11,0.733,0.4,1.4,0.667,52.381,4.333,25.391,0.6,0.267,1.067,16,5.733,0.4
Sam Petrevski-Seton,Carlton,22,22.86,Gen. Defender,16,7.712,74.688,54.125,8,0.5,1,0,78.5,9.688,3.875,13.562,74.194,70.968,82.258,71.429,0.875,2.375,167.188,12.327,1.75,7.75,2.25,6.028,5.875,7.562,13.438,43.721,5.312,5.062,0,0.188,0.75,0.938,3.062,0.062,0,0.688,0,0.625,0.5,0.125,0,0,0,,0,,2.25,0,0.375,16.667,0,,0,0,0,0,0.125,,1.938,11.314,0.812,0,0.938,9.75,6.688,0.75
Sydney Stack,Richmond,20,20.67,Mid-Forward,9,4.078,51.667,37,0,0,0,0,70.111,3.333,6.889,10.222,73.913,66.667,77.419,32.609,1.222,0.444,135.111,13.217,3.111,3.286,2.444,4.182,4.667,6.556,11.222,41.584,2.778,3.556,0.889,0.222,0.444,0.667,1.667,0,0.444,0,0,0.556,1.667,-1.111,0,0,0,,0,,2.778,0.111,0.111,100,0.111,100,2,0.222,0.222,0.556,0.111,40,3.222,17.365,0.667,0,0.778,15.889,6.778,0.333
Jack Riewoldt,Richmond,32,32.16,Key Forward,21,6.519,62.286,47.81,10,0.476,2,2,92.095,6.476,1.762,8.238,55.491,50,75.676,78.613,1.857,0.095,174.381,21.168,2.333,3.531,2.381,3.46,4.048,4.048,8.095,50,0.524,1.667,1.143,0,0.238,0.238,3.571,1.286,2.143,0.048,0.952,0.667,0.714,-0.048,1.095,1.622,0.095,8.696,0,0,1.286,0.667,0,,3.762,30.38,33,1.571,0.952,3,0.476,52.381,4,21.762,0.19,0,1.476,9.429,1.81,0.857
Shane Edwards,Richmond,32,32.18,Midfielder,10,13.54,86,58.1,18,1.8,3,1,79.9,7.8,9.4,17.2,71.512,61.538,79.787,45.349,2.9,0.5,244.1,14.192,2.1,8.19,4,4.3,7.7,9,16.7,46.108,1.4,5.3,0.6,2.2,2.6,4.8,1,0.1,0,0.2,0,0.8,0.6,0.2,0,0,0,,0,,2.7,0.4,0,,0,,5,0.5,0.1,0.7,0.8,71.429,4.1,23.563,0.6,0.5,1.6,14.2,7,0.1
Trent Cotchin,Richmond,30,30.73,Midfielder,17,9.2,81.706,64.941,29,1.706,6,5,72.647,10.353,7.941,18.294,57.235,45.455,72.593,56.592,3.765,2.235,275.412,15.055,4.412,4.147,4.529,4.039,10.118,8.353,18.471,54.777,3,7.176,0.412,1.824,2.471,4.294,2.294,0.059,0.059,0.412,0,0.824,1.059,-0.235,0,0,0,,0,,3.235,0.118,0.118,50,0.235,25,1,0.059,0.176,0.353,0.353,16.667,3.294,17.891,1,0.059,1.471,15,7.176,0.353
Dylan Grimes,Richmond,29,29.46,Key Defender,20,6.895,69.65,43.7,16,0.8,3,0,91.8,6.3,3.55,9.85,80.711,80.159,81.69,63.959,0.5,1.35,127.7,12.964,1.55,6.355,1.2,8.208,3.4,5.7,9.1,37.363,4.85,1.8,0,0,0.05,0.05,3.9,0.75,0,1.35,0,0.75,0.6,0.15,0,0,0,,0,,1.75,0,2.15,18.605,0.05,0,0,0,0.05,0.05,0,0,1.4,7.568,0.9,0.2,5.1,6.8,5.5,4.4
Kane Lambert,Richmond,29,29.09,Mid-Forward,20,9.21,82.5,62.25,23,1.15,5,6,83.65,6.85,8.7,15.55,74.92,64.234,83.333,44.051,2.4,0.45,197.6,12.707,2.3,6.761,3,5.183,5.95,9.75,15.7,37.898,2.05,4.75,1.25,0.15,1.55,1.7,3.05,0,0.3,0.15,0.1,0.5,0.7,-0.2,0,0,0,,0,,3.4,0.55,0,,0.35,14.286,10,0.5,0.15,0.85,0.65,58.824,4,21.622,0.9,0,1.25,16.4,6.6,0.25
David Astbury,Richmond,29,29.84,Key Defender,9,6.144,69.889,52.556,0,0,0,0,86.667,8.111,4.222,12.333,81.081,83.562,76.316,65.766,0.778,2.556,206.444,16.739,2.444,5.045,3.111,3.964,4.889,6.778,11.667,41.905,6.444,3.111,0,0.111,0.333,0.444,4.333,0.778,0,2,0,0.889,0.667,0.222,3.333,4.594,0.333,10,0,0,1.889,0,3,25.926,0,,0,0,0,0,0.111,,1.222,7.097,0.889,0,3.556,6,4.889,3.222
Josh Caddy,Richmond,28,28.25,Midfielder,8,6.037,62.375,52.125,0,0,0,0,75.875,7,5.625,12.625,79.208,71.429,88.889,55.446,2.625,1,202,16,1.625,7.769,2,6.312,3.75,8.375,12.125,30.928,3.125,2.5,0,0.125,0.75,0.875,4,0.75,0.625,1,0.125,0,0.625,-0.625,0.5,0.775,0,0,0,,2,0.125,0.125,0,0.125,100,2,0.25,0.25,0.5,0.375,50,3.625,20,0.875,0,0.25,7.25,3.5,0.125
Jason Castagna,Richmond,24,24.47,Gen. Forward,21,4.762,62.524,53,0,0,0,0,84.381,6.762,4.571,11.333,62.605,52.817,77.083,59.664,2.238,0.524,194.286,17.143,1.714,6.611,2.571,4.407,3.238,7.952,11.19,28.936,1.143,2.476,0.762,0,0.143,0.143,3.381,0.19,1.238,0.143,0.381,0.381,0.381,0,0,0,0,,0,,2.19,0.762,0.095,50,0.714,33.333,17,0.81,0.571,1.857,0.286,43.59,3.429,18.653,0.381,0.048,0.619,12.81,3.048,0.333
Ivan Soldo,Richmond,24,24.71,Ruck,14,7.943,75,53.714,0,0,0,0,67.5,3.714,4,7.714,71.296,57.692,83.929,48.148,0.429,0.571,53.214,6.898,2.357,3.273,1.143,6.75,5,2.571,7.571,66.038,2.357,2.214,0.571,0.571,1.429,2,1.643,0.357,0.214,0.786,0.071,1.214,1.5,-0.286,41,63.496,21,51.22,6.214,29.592,2.714,0.357,0.786,9.091,0.143,50,2,0.143,0.214,0.429,0.143,33.333,2.857,15.267,1.786,0,3,11.143,4.357,2.071
Callum Brown,Collingwood,22,22.67,Gen. Forward,14,6.779,65.071,46.071,0,0,0,0,76.071,4.929,7.786,12.714,67.978,53.623,77.064,38.764,1.5,0.357,106.571,8.382,1.786,7.12,3.071,4.14,5.714,7.5,13.214,43.243,1.571,4.857,1.5,0.143,0.429,0.571,1.714,0.071,0.357,0.214,0.071,0.786,0.5,0.286,0,0,0,,0,,2.143,0.643,0,,0.929,30.769,6,0.429,0.143,0.929,0.429,46.154,3.143,19.048,0.857,0,0.571,17.786,4.643,0.214
Jack Madgen,Collingwood,27,27.35,Key Defender,13,6.969,68.154,48.308,0,0,0,0,80.615,6.538,5.385,11.923,84.516,80,90,54.839,0.538,2.231,145.231,12.181,1.077,11.071,2.154,5.536,3.692,8.462,12.154,30.38,4.308,2.615,0,0,0.308,0.308,3.538,0.154,0,0.846,0,0.692,0.154,0.538,0,0,0,,0,,1.769,0,1.769,21.739,0,,0,0,0,0,0,,1.231,8.466,0.154,0.231,3.231,6.923,5.846,2.692
Jordan Roughead,Collingwood,30,30.15,Key Defender,17,5.059,56.412,39.176,0,0,0,0,93.059,5.294,3.941,9.235,82.803,78.889,88.06,57.325,0.294,1.706,111.588,12.083,1.118,8.263,1.412,6.542,2.824,6.765,9.588,29.448,3.471,1.706,0,0,0.118,0.118,3.765,0.412,0,0.824,0,0.588,0.235,0.353,0.118,0.162,0,0,0,,1.059,0,2.235,23.684,0,,0,0,0,0,0.059,,0.647,4.151,0.118,0.059,4.647,4.235,3.588,4.059
Chris Mayne,Collingwood,32,32.16,Midfielder,14,5.7,67.857,56.214,0,0,0,0,80.571,6.357,8.286,14.643,82.927,77.528,87.069,43.415,0.643,0.714,92.143,6.293,1.286,11.389,1.429,10.25,4.571,9.571,14.143,32.323,3.643,3.571,0.357,0.214,0.643,0.857,3.571,0.214,0.143,0.643,0,0.571,0.571,0,0,0,0,,0,,2.714,0.143,0.357,20,0.5,14.286,0,0,0.143,0.214,0.071,0,1.786,11.261,0.571,0.071,2,12.071,5.786,1
Josh Thomas,Collingwood,29,29.24,Gen. Forward,14,5.436,57.357,40,2,0.143,1,0,76.5,5,5.571,10.571,64.865,44.286,83.333,47.297,1.357,0,108.429,10.257,1.786,5.92,2.143,4.933,4.857,6.143,11,44.156,1,4.214,2.071,0.071,0.786,0.857,1.857,0,0.357,0,1.143,0.214,0.643,-0.429,0,0,0,,0,,2,0.929,0,,0.286,25,4,0.286,0.286,0.786,0.357,36.364,3.357,23.039,0.786,0.071,0.929,13.357,3,0.214
Matthew Suckling,Western Bulldogs,32,32.43,Gen. Forward,7,4.871,48.286,40.143,0,0,0,0,65.571,6.857,3.143,10,71.429,68.75,77.273,68.571,2.571,0.143,188.857,18.886,1.857,5.385,2.714,3.684,2.714,7.571,10.286,26.389,0.429,1.571,0.429,0,0,0,3.714,0.143,0.571,0,0.714,1,0.857,0.143,0,0,0,,0,,0.286,0.143,0.143,0,0.857,16.667,3,0.429,0,1,0.429,42.857,2.857,17.544,0,0,0.429,5,1.714,0.286
Easton Wood,Western Bulldogs,31,31.32,Gen. Defender,13,5.608,55.308,41.231,5,0.385,2,1,77.923,6.077,3.462,9.538,75.806,70.886,84.444,63.71,0.538,2.231,123.846,12.984,1.462,6.526,2,4.769,3.769,5.538,9.308,40.496,4.308,2.462,0.077,0,0.154,0.154,3.846,0.615,0,1.462,0.077,0.538,0.615,-0.077,0,0,0,,0,,1.462,0,1.231,25,0.077,0,0,0,0,0,0,,1,5.439,0.385,0.308,3.769,6.462,4.769,3.308
Sam Lloyd,Western Bulldogs,30,30.83,Gen. Forward,9,3.7,53.222,44.667,0,0,0,0,75.111,5.222,3.333,8.556,66.234,55.319,83.333,61.039,1.778,0.222,146.889,17.169,1.333,6.417,2.444,3.5,3.222,5.667,8.889,36.25,0.556,1.889,0.889,0.222,0.333,0.556,2.889,0.333,0.778,0,0.444,0.889,0.444,0.444,0,0,0,,0,,2.222,0.778,0,,0.889,37.5,7,0.778,0.556,1.889,0.333,41.176,3.222,18.71,0.444,0,0.444,9,1.333,0.333
Josh Bruce,Western Bulldogs,28,28.56,Key Forward,17,4.724,51.176,38.529,10,0.588,1,3,87.824,3.235,4.765,8,69.118,56.364,77.778,40.441,0.941,0.118,87.176,10.897,1.765,4.533,1.529,5.231,4.353,3.706,8.059,54.015,0.588,2.353,0.765,0.176,0.412,0.588,2.765,1.059,1.176,0.353,0.647,0.588,0.882,-0.294,5.765,8.053,1.059,18.367,0.118,11.111,1.647,0.529,0,,2.588,20.455,14,0.824,0.471,1.824,0.118,45.161,3.353,19.257,0.294,0,1.647,9.353,1.824,1.294
Mitch Wallis,Western Bulldogs,28,28.18,Gen. Forward,18,8.278,69.444,45.889,10,0.556,2,2,81.611,4.611,4.556,9.167,69.091,57.831,80.488,50.303,1.222,0.056,107.389,11.715,0.944,9.706,1.444,6.346,4.944,4.5,9.444,52.353,1.056,3,1.667,0,0.222,0.222,2.333,0.667,1.389,0.111,0.667,1.111,0.389,0.722,0,0,0,,0,,1.722,1.278,0,,2.389,39.535,25,1.389,0.778,2.333,0.556,59.524,4.5,24.771,0.444,0,0.667,11,1.778,0.222
Hayden Crozier,Western Bulldogs,27,27.01,Gen. Defender,15,6.827,78,60.4,8,0.533,4,0,80.733,10.2,3.667,13.867,77.404,73.856,87.273,73.558,1.733,2.533,282.267,20.356,2.067,6.71,2.867,4.837,3.4,10.667,14.067,24.171,3.933,2.267,0.067,0.067,0.333,0.4,3.933,0.2,0.133,1.067,0,1,0.733,0.267,0,0,0,,0,,2.733,0.133,0.6,22.222,0.067,0,2,0.133,0.133,0.4,0.2,33.333,2.4,13.688,0.867,0.2,3.333,9.733,6.133,2.267
Tom Bellchambers,Essendon,31,31.47,Ruck,7,7.057,56.857,45.714,0,0,0,0,81.286,4.429,1.571,6,71.429,67.742,81.818,73.81,1.429,0.571,80.571,13.429,2,3,1.286,4.667,3.857,2.429,6.286,61.364,0.429,1.286,0,0.429,1.429,1.857,1.429,0.571,0.143,0.286,0.286,1.286,1,0.286,46.143,66.189,20.143,43.653,5.286,26.241,1.429,0,0.571,0,3,33.333,1,0.143,0,0.143,0.143,100,2.429,15.888,1.714,0,3.571,6.429,3.571,3.286
Michael Hurley,Essendon,30,30.58,Key Defender,14,4.364,80.286,60.357,0,0,0,0,92.857,11,4.714,15.714,83.636,79.221,93.939,70,0.5,4.571,277.357,17.65,2.286,6.875,3.214,4.889,3.286,10.571,13.857,23.711,4.929,1.571,0,0,0.286,0.286,6.143,0.571,0,1.643,0.071,0.643,0.857,-0.214,0,0,0,,0,,0.357,0.071,3.143,34.091,0.429,50,0,0,0,0.071,0.071,0,1.143,7.656,0.429,0,4.429,3.5,2.714,3.571
David Zaharakis,Essendon,30,30.85,Gen. Forward,10,6.54,65.4,54.9,12,1.2,2,4,81.9,6.3,7.9,14.2,66.901,55.556,75.949,44.366,1.7,0.3,177.5,12.5,1.7,8.353,2.7,5.259,4,10,14,28.571,0.9,3.4,1.4,0,0.6,0.6,2.4,0,0.3,0.1,0,0.1,0.3,-0.2,0,0,0,,0,,2,0.4,0,,0.3,33.333,9,0.9,0.4,1.6,0.2,56.25,3.7,22.84,0.2,0.3,0.5,10.7,3.5,0.3
Devon Smith,Essendon,27,27.61,Mid-Forward,16,7.894,85.25,70.625,0,0,0,0,84.812,9.875,8.25,18.125,67.586,60.759,75.758,54.483,2.438,1.5,300.438,16.576,2.75,6.591,3.375,5.37,6.312,10.625,16.938,37.269,2.312,4.75,1,0.438,1.125,1.562,2.5,0.062,0.062,0.125,0,0.938,0.75,0.188,0,0,0,,0,,3.812,0.75,0.188,66.667,0.25,0,7,0.438,0.438,1,0.188,43.75,3.562,22.8,0.438,0.125,0.688,18.375,8.812,0.312
Anthony McDonald-Tipungwuti,Essendon,27,27.69,Gen. Forward,17,8.788,68.941,46.706,10,0.588,3,2,83.235,5.059,3.588,8.647,70.748,63.953,80.328,58.503,1.647,0.118,126.588,14.639,1.588,5.444,1.471,5.88,4.647,4.235,8.882,52.318,0.941,3.412,1.588,0.235,0.471,0.706,2.059,0.294,0.765,0,0.235,0.471,0.941,-0.471,0,0,0,,0,,3.353,1.176,0,,1.647,25,19,1.118,0.412,1.882,0.294,59.375,3.941,25.969,0.412,0.706,1.235,14.176,3.647,0.529
Tom Cutler,Essendon,25,25.86,Midfielder,8,4.888,67.875,50.625,0,0,0,0,85,8.25,5.5,13.75,66.364,65.152,68.182,60,1.875,1,237.5,17.273,2,6.875,3.5,3.929,4.375,8.875,13.25,33.019,2.625,3.625,1.125,0,0.625,0.625,3.125,0,0.375,0.25,0.5,0.625,0.75,-0.125,0,0,0,,0,,1.25,0.375,0,,0.375,66.667,2,0.25,0.625,0.875,0.375,28.571,2.375,16.667,0.25,0.75,0.875,8.5,3.375,0.125
Will Snelling,Essendon,23,23.4,Gen. Forward,17,7.8,68.588,54.176,1,0.059,1,0,85.118,4.118,8.882,13,76.018,58.571,84.106,31.674,1.353,0.706,106.294,8.176,2.412,5.39,2.412,5.39,6.118,6.941,13.059,46.847,2,4.882,1.529,0.118,1.529,1.647,1.706,0.059,0.176,0.235,0.235,0.824,0.706,0.118,0,0,0,,0,,4.588,1,0,,0.294,20,5,0.294,0.118,0.647,0.353,45.455,3.176,20.93,0.471,0,0.706,20,8.588,0.294
Mitchell Crowden,Fremantle,21,21.67,Gen. Forward,10,6.41,55,45.8,0,0,0,0,77.7,5,3.4,8.4,65.476,54,82.353,59.524,1.7,0.2,143.5,17.083,2,4.2,2.8,3,3.7,5.1,8.8,42.045,0.6,2.7,0.8,0.2,0.4,0.6,1.5,0.1,0.3,0.1,0.2,0.4,1,-0.6,0,0,0,,0,,4.6,1,0.1,0,0.3,0,6,0.6,0.1,1.1,0.4,54.545,1.9,13.194,0.2,0,0.9,15.4,4.7,0.3
Travis Colyer,Fremantle,29,29.35,Gen. Forward,9,6.5,51.333,34.778,0,0,0,0,71.667,6,2.889,8.889,71.25,61.111,92.308,67.5,1.667,0.333,161.889,18.212,1.444,6.154,2,4.444,3.667,5.333,9,40.741,1.667,3.444,1.111,0.111,0.444,0.556,1.778,0,0.556,0.222,0.778,0,0.333,-0.333,0,0,0,,0,,1.111,0.667,0,,0.556,0,3,0.333,0.222,0.667,0.556,50,2.222,16.393,0.889,0.333,0.444,8.333,2,0.111
Reece Conca,Fremantle,28,28.38,Gen. Defender,14,3.779,68.929,57.429,2,0.143,1,0,84.286,10,4.214,14.214,72.362,68.571,81.356,70.352,0.357,3.143,206.286,14.513,2.429,5.853,3.786,3.755,3.643,10.286,13.929,26.154,3.786,2.357,0.071,0.071,0.5,0.571,3.429,0.143,0.071,0.429,0,0.643,0.929,-0.286,0,0,0,,0,,2.714,0.143,1,28.571,0,,0,0,0,0,0.214,,1.643,12.707,0.429,0.214,2.071,7.929,5.786,1.071
Brett Bewley,Fremantle,25,25.71,Midfielder,12,6.75,72.25,57.083,0,0,0,0,83.833,8.333,6.167,14.5,77.586,73,83.784,57.471,2.083,1.167,236.333,16.299,0.917,15.818,2.333,6.214,4.417,10,14.417,30.636,2.583,4,0.917,0,1,1,3.333,0,0,0.25,0.083,0.5,0.083,0.417,0,0,0,,0,,1.75,0.667,0.083,100,0.083,0,5,0.417,0,0.5,0.25,83.333,2.667,21.053,0.667,0.25,0.583,12.333,5.583,0.417
Cameron McCarthy,Fremantle,25,25.75,Midfielder,1,4.2,51,45,0,0,0,0,69,8,3,11,63.636,75,33.333,72.727,1,2,195,17.727,2,5.5,2,5.5,4,8,12,33.333,3,2,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,,0,,1,0,0,,0,,0,0,1,1,0,0,3,17.647,0,0,1,7,3,0
Ethan Hughes,Fremantle,26,26.06,Gen. Defender,17,5.429,71.059,51.471,0,0,0,0,84.235,8.235,4.529,12.765,78.341,73.571,87.013,64.516,0.882,2,167.529,13.124,1.529,8.346,1.647,7.75,4.176,8.353,12.529,33.333,4.765,2.824,0,0,0.235,0.235,4.647,0.471,0.059,1.412,0.059,0.647,0.529,0.118,0,0,0,,0,,1.176,0,1.059,22.222,0,,0,0,0,0,0,,1.412,10.39,0.412,0.118,2.882,6.941,5.941,2.412
Taylin Duman,Fremantle,22,22.7,Gen. Defender,15,6.307,66,46.4,0,0,0,0,80.4,7.6,3.8,11.4,70.175,67.544,75.439,66.667,1.067,2.467,189.533,16.626,1.8,6.333,2.4,4.75,4.667,6.667,11.333,41.176,5,3.533,0,0.067,0.467,0.533,3.067,0.133,0,1.267,0,0.667,0.533,0.133,0,0,0,,0,,1.933,0,0.867,46.154,0,,0,0,0,0.067,0.067,0,1.067,7.656,0.6,0.133,3.867,9.133,6.2,3.267
Fischer McAsey,Adelaide,19,19.81,Key Defender,10,3.11,37.1,27.4,0,0,0,0,85.5,3.5,2.9,6.4,60.938,51.429,72.414,54.688,1.1,0.8,116.4,18.188,1.4,4.571,2.1,3.048,2.7,3.8,6.5,41.538,1.7,1.8,0.1,0,0.1,0.1,2.1,0.5,0.2,0.5,0,0.4,0.2,0.2,0.1,0.136,0,0,0,,1.2,0.3,1.5,53.333,1.1,18.182,0,0,0.2,0.3,0,0,0.8,6.25,0,0.1,2.2,6.6,3.8,1.8
Bryce Gibbs,Adelaide,31,31.79,Gen. Defender,3,4.233,60,48.667,1,0.333,1,0,79.333,8.333,7,15.333,78.261,72,85.714,54.348,0,3.667,264.333,17.239,2.667,5.75,2.333,6.571,3.667,9,12.667,28.947,3.667,3.333,0,0,0.333,0.333,3,0,0.333,0.333,0,0.333,1.333,-1,0,0,0,,0,,1,0,1,66.667,0,,0,0,0.333,0.667,0,0,2.667,15.094,1,0.333,0.667,4.333,3.667,0.333
Tom Lynch,Adelaide,30,30.29,Gen. Forward,13,8.354,75.923,63.769,2,0.154,1,0,81.077,11.077,6,17.077,71.171,67.361,78.205,64.865,2.231,1.308,303.385,17.766,2.385,7.161,3.846,4.44,5,11.538,16.538,30.233,2.231,4.231,0.615,0.231,0.769,1,4.077,0.154,0.385,0.308,0.615,0.538,0.462,0.077,0,0,0,,0,,1,0.231,0.077,100,1.154,26.667,6,0.462,0.385,1.077,0.385,42.857,3.769,27.528,0.462,0.077,0.692,7.385,3.462,0.462
Rory Sloane,Adelaide,30,30.79,Midfielder,12,10.283,87.833,60.583,0,0,0,3,76.833,7.667,8.083,15.75,70.899,58.696,82.474,48.677,2.917,0.833,244.917,15.55,2.25,7,2.917,5.4,8.333,7.083,15.417,54.054,2.417,6.167,0.667,1.25,2.25,3.5,1.25,0.083,0.083,0.083,0.083,1.333,0.917,0.417,0.083,0.115,0,0,0,,4.083,0.417,0.25,33.333,0.417,40,5,0.417,0.25,0.75,0.417,55.556,3.583,25,1.167,0.167,2,16.583,9,0.583
Daniel Talia,Adelaide,29,29.24,Key Defender,14,6.771,66,36.643,0,0,0,0,90.786,5.929,2.857,8.786,78.049,80.723,72.5,67.48,0.714,2.5,156,17.756,1.214,7.235,1.286,6.833,3.643,4.929,8.571,42.5,4.5,2.357,0,0,0.286,0.286,3.357,0.5,0,1.429,0,0.714,0.643,0.071,0.071,0.1,0,0,0,,1.071,0,3.714,19.231,0,,0,0,0,0,0,,1.071,7.538,0.786,0,6,5.429,4.571,5.286
Luke Brown,Adelaide,28,28.27,Gen. Defender,17,5.718,67.647,47.059,0,0,0,0,84.706,8.294,3.294,11.588,85.787,85.106,87.5,71.574,0.882,3.941,256.471,22.132,1.412,8.208,2.412,4.805,3.588,5.647,9.235,38.854,4.059,2.588,0.059,0.059,0.353,0.412,2.706,0.118,0,0.882,0,0.765,0.529,0.235,0,0,0,,0,,2.059,0,1.412,41.667,0,,0,0,0.059,0.059,0.118,0,1.471,10.163,0.647,0.059,2.176,7.941,6.765,1.588
Paul Seedsman,Adelaide,28,28.93,Midfielder,9,7.089,80,63.556,1,0.111,1,0,86.889,8.778,7.222,16,72.222,60.759,86.154,54.861,2.444,1.889,319.556,19.972,2.222,7.2,2.667,6,4.333,11.444,15.778,27.465,2.556,3.222,0.111,0.111,1.222,1.333,2.667,0.222,0.111,0.556,0.222,0.778,0.556,0.222,0,0,0,,0,,3.111,0.444,0.444,25,0.222,50,4,0.444,0.556,1.667,0,26.667,3.333,24.39,0.556,1.111,0.778,15.556,8.889,0.222
Ben Ronke,Sydney,23,23.03,Gen. Forward,3,6.033,57,44,0,0,0,0,71.333,6.333,3.333,9.667,58.621,57.895,60,65.517,2.333,1,194.333,20.103,3.667,2.636,4.333,2.231,4.667,4.667,9.333,50,1,3.667,2.333,0.333,0.333,0.667,2,0,0,0.333,0.333,0.667,1,-0.333,0,0,0,,0,,3.667,2,0,,1,33.333,0,0,0,0.333,1.333,0,1.667,10.87,0.667,0,0.333,13,2.667,0
Josh P. Kennedy,Sydney,32,32.53,Midfielder,12,9.592,95.583,82,19,1.583,5,4,73.25,10.75,9.917,20.667,64.516,49.612,80.672,52.016,2.583,1.25,240.917,11.657,3.167,6.526,3.833,5.391,9.083,10.5,19.583,46.383,2.167,6.417,0.583,2.167,2.5,4.667,2.833,0.167,0.25,0.167,0.167,1,0.667,0.333,0,0,0,,0,,5.167,0.667,0.083,100,0.083,0,3,0.25,0.25,0.667,0.167,37.5,3.583,24.571,1,0.083,0.583,19.167,9.167,0
Sam Gray,Sydney,28,28.91,Gen. Forward,7,4.6,51.429,43.143,0,0,0,0,78.714,5.429,5.286,10.714,69.333,55.263,83.784,50.667,1,0.571,116.714,10.893,1.429,7.5,2,5.357,4.286,6.429,10.714,40,1.286,3,1.143,0.286,0.286,0.571,2.143,0.143,0.286,0.286,0.286,0.571,0.143,0.429,0,0,0,,0,,2.143,1.143,0,,0.571,25,1,0.143,0.286,0.714,0,20,1.857,11.304,0.571,0,0.571,9.286,2.571,0.286
